# Android SDK 34 - @RequiresPermission Annotations
# Total methods: 2085
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.app.object|setExactAndAllowWhileIdle|android.permission.SCHEDULE_EXACT_ALARM
android.app.object|setExactAndAllowWhileIdle|android.permission.UPDATE_DEVICE_STATS
android.app.object|setPrioritized|android.permission.SCHEDULE_PRIORITIZED_ALARM
android.app.object|setTime|android.permission.SET_TIME
android.app.object|setWindow|android.permission.UPDATE_DEVICE_STATS
android.app.people.PeopleManager|isConversation|android.permission.READ_PEOPLE_DATA
android.app.such|resetPackageOpsNoHistory|android.permission.MANAGE_APPOPS
android.app.such|startWatchingActive|android.permission.WATCH_APPOPS
android.app.such|startWatchingMode|android.permission.WATCH_APPOPS
android.app.such|startWatchingMode|android.permission.WATCH_APPOPS
android.app.such|startWatchingNoted|android.permission.WATCH_APPOPS
android.app.such|startWatchingNoted|android.permission.WATCH_APPOPS
android.app.such|startWatchingNoted|android.permission.WATCH_APPOPS
android.app.such|startWatchingNoted|android.permission.WATCH_APPOPS
android.app.such|startWatchingStarted|android.permission.WATCH_APPOPS
android.app.time.TimeManager|addTimeZoneDetectorListener|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|confirmTime|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|confirmTimeZone|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|getTimeCapabilitiesAndConfig|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|getTimeState|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|getTimeZoneCapabilitiesAndConfig|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|getTimeZoneState|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|removeTimeZoneDetectorListener|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|setManualTime|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|setManualTimeZone|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|suggestExternalTime|android.permission.SUGGEST_EXTERNAL_TIME
android.app.time.TimeManager|updateTimeConfiguration|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.time.TimeManager|updateTimeZoneConfiguration|android.permission.MANAGE_TIME_AND_ZONE_DETECTION
android.app.trust.TrustManager|clearAllBiometricRecognized|android.permission.ACCESS_KEYGUARD_SECURE_STORAGE
android.app.trust.TrustManager|isTrustUsuallyManaged|android.permission.TRUST_LISTENER
android.app.trust.TrustManager|setDeviceLockedForUser|android.permission.ACCESS_KEYGUARD_SECURE_STORAGE
android.app.trust.TrustManager|unlockedByBiometricForUser|android.permission.ACCESS_KEYGUARD_SECURE_STORAGE
android.app.usage.StorageStatsManager|queryCratesForUser|android.permission.MANAGE_CRATES
android.app.usage.UsageStatsManager|clearBroadcastEvents|android.permission.ACCESS_BROADCAST_RESPONSE_STATS
android.app.usage.UsageStatsManager|clearBroadcastResponseStats|android.permission.ACCESS_BROADCAST_RESPONSE_STATS
android.app.usage.UsageStatsManager|getAppMinStandbyBucket|android.permission.PACKAGE_USAGE_STATS
android.app.usage.UsageStatsManager|getAppStandbyBuckets|android.permission.PACKAGE_USAGE_STATS
android.app.usage.UsageStatsManager|getAppStandbyConstant|android.permission.READ_DEVICE_CONFIG
android.app.usage.UsageStatsManager|getLastTimeAnyComponentUsed|android.permission.PACKAGE_USAGE_STATS, android.permission.INTERACT_ACROSS_USERS
android.app.usage.UsageStatsManager|onCarrierPrivilegedAppsChanged|android.permission.BIND_CARRIER_SERVICES
android.app.usage.UsageStatsManager|queryBroadcastResponseStats|android.permission.ACCESS_BROADCAST_RESPONSE_STATS
android.app.usage.UsageStatsManager|registerAppUsageLimitObserver|android.permission.SUSPEND_APPS, android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|registerAppUsageObserver|android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|registerUsageSessionObserver|android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|setAppStandbyBucket|android.permission.PACKAGE_USAGE_STATS, android.permission.CHANGE_APP_IDLE_STATE
android.app.usage.UsageStatsManager|setAppStandbyBuckets|android.permission.CHANGE_APP_IDLE_STATE
android.app.usage.UsageStatsManager|setEstimatedLaunchTimeMillis|android.permission.CHANGE_APP_LAUNCH_TIME_ESTIMATE
android.app.usage.UsageStatsManager|setEstimatedLaunchTimesMillis|android.permission.CHANGE_APP_LAUNCH_TIME_ESTIMATE
android.app.usage.UsageStatsManager|unregisterAppUsageLimitObserver|android.permission.SUSPEND_APPS, android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|unregisterAppUsageObserver|android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|unregisterUsageSessionObserver|android.permission.OBSERVE_APP_USAGE
android.app.usage.UsageStatsManager|whitelistAppTemporarily|android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST
android.app.wallpapereffectsgeneration.WallpaperEffectsGenerationManager|generateCinematicEffect|android.permission.MANAGE_WALLPAPER_EFFECTS_GENERATION
android.app.wearable.WearableSensingManager|provideData|android.permission.MANAGE_WEARABLE_SENSING_SERVICE
android.app.wearable.WearableSensingManager|provideDataStream|android.permission.MANAGE_WEARABLE_SENSING_SERVICE
android.app.with|setForceSendResultForMediaProjection|android.permission.MANAGE_MEDIA_PROJECTION
android.apphibernation.AppHibernationManager|isHibernatingForUser|android.permission.MANAGE_APP_HIBERNATION
android.apphibernation.AppHibernationManager|isHibernatingGlobally|android.permission.MANAGE_APP_HIBERNATION
android.apphibernation.AppHibernationManager|isOatArtifactDeletionEnabled|android.permission.MANAGE_APP_HIBERNATION
android.apphibernation.AppHibernationManager|setHibernatingForUser|android.permission.MANAGE_APP_HIBERNATION
android.apphibernation.AppHibernationManager|setHibernatingGlobally|android.permission.MANAGE_APP_HIBERNATION
android.companion.AssociationRequest|getDeviceProfile|android.permission.REQUEST_COMPANION_PROFILE_GLASSES, android.permission.REQUEST_COMPANION_PROFILE_COMPUTER, android.permission.REQUEST_COMPANION_PROFILE_AUTOMOTIVE_PROJECTION, android.permission.REQUEST_COMPANION_PROFILE_APP_STREAMING, android.permission.REQUEST_COMPANION_PROFILE_NEARBY_DEVICE_STREAMING
android.companion.Callback|addOnAssociationsChangedListener|android.permission.MANAGE_COMPANION_DEVICES
android.companion.Callback|associate|android.permission.ASSOCIATE_COMPANION_DEVICES
android.companion.Callback|attachSystemDataTransport|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.Callback|canPairWithoutPrompt|android.permission.MANAGE_COMPANION_DEVICES
android.companion.Callback|detachSystemDataTransport|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.Callback|dispatchMessage|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.Callback|enableSecureTransport|android.permission.MANAGE_COMPANION_DEVICES
android.companion.Callback|isDeviceAssociatedForWifiConnection|android.permission.MANAGE_COMPANION_DEVICES
android.companion.Callback|notifyDeviceAppeared|android.permission.REQUEST_COMPANION_SELF_MANAGED
android.companion.Callback|notifyDeviceDisappeared|android.permission.REQUEST_COMPANION_SELF_MANAGED
android.companion.Callback|removeOnAssociationsChangedListener|android.permission.MANAGE_COMPANION_DEVICES
android.companion.Callback|startObservingDevicePresence|android.permission.REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE
android.companion.Callback|stopObservingDevicePresence|android.permission.REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE
android.companion.CompanionDeviceService|attachSystemDataTransport|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.CompanionDeviceService|detachSystemDataTransport|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.CompanionDeviceService|dispatchMessageToSystem|android.permission.DELIVER_COMPANION_MESSAGES
android.companion.virtual.VirtualDevice|close|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualAudioDevice|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualDpad|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualKeyboard|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualKeyboard|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualMouse|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualMouse|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualNavigationTouchpad|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualTouchscreen|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|createVirtualTouchscreen|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|getDeviceId|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|registerIntentInterceptor|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|setShowPointerIcon|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDevice|unregisterIntentInterceptor|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.VirtualDeviceManager|createVirtualDevice|android.permission.CREATE_VIRTUAL_DEVICE
android.companion.virtual.audio.AudioConfigChangedCallback|close|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.AudioConfigChangedCallback|createAudioStreams|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.AudioConfigChangedCallback|onAppsNeedingAudioRoutingChanged|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.AudioConfigChangedCallback|releaseAudioStreams|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.VirtualAudioDevice|close|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.VirtualAudioDevice|startAudioCapture|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.audio.VirtualAudioDevice|startAudioInjection|android.permission.MODIFY_AUDIO_ROUTING
android.companion.virtual.sensor.VirtualSensor|sendEvent|android.permission.CREATE_VIRTUAL_DEVICE
android.content.Builder|build|android.permission.RENOUNCE_PERMISSIONS
android.content.Builder|checkNotUsed|android.permission.RENOUNCE_PERMISSIONS
android.content.ClipboardManager|areClipboardAccessNotificationsEnabled|android.permission.MANAGE_CLIPBOARD_ACCESS_NOTIFICATION
android.content.ClipboardManager|getPrimaryClipSource|android.permission.SET_CLIP_SOURCE
android.content.ClipboardManager|setClipboardAccessNotificationsEnabled|android.permission.MANAGE_CLIPBOARD_ACCESS_NOTIFICATION
android.content.ClipboardManager|setPrimaryClipAsPackage|android.permission.SET_CLIP_SOURCE
android.content.ContentProviderClient|setDetectNotResponding|android.permission.REMOVE_TASKS
android.content.ContextParams|isRenouncedPermission|android.permission.RENOUNCE_PERMISSIONS
android.content.ContextWrapper|closeSystemDialogs|android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS
android.content.ScopedParcelState|getRenouncedPermissions|android.permission.RENOUNCE_PERMISSIONS
android.content.ShortcutIconResource|isAccessUriMode|android.permission.REVIEW_ACCESSIBILITY_SERVICES, android.permission.LAUNCH_CAPTURE_CONTENT_ACTIVITY_FOR_NOTE, android.permission.START_VIEW_APP_FEATURES, android.permission.MANAGE_SENSOR_PRIVACY, android.permission.START_VIEW_PERMISSION_USAGE, android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.MANAGE_ROLE_HOLDERS, android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS
android.content.loader|closeSystemDialogs|android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS
android.content.name|bindServiceAsUser|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_PROFILES, android.permission.INTERACT_ACROSS_USERS
android.content.name|bindServiceAsUser|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_PROFILES, android.permission.INTERACT_ACROSS_USERS
android.content.name|bindServiceAsUser|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_PROFILES, android.permission.INTERACT_ACROSS_USERS
android.content.name|bindServiceAsUser|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_PROFILES, android.permission.INTERACT_ACROSS_USERS
android.content.name|startForegroundServiceAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.name|startServiceAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.name|stopServiceAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.of|getTargetSdkVersion|android.permission.CACHE_CONTENT
android.content.of|putCache|android.permission.CACHE_CONTENT
android.content.of|registerContentObserverAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.om.comment|getOverlayInfosForTarget|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS
android.content.om.comment|invalidateCachesForOverlay|android.permission.INTERACT_ACROSS_USERS
android.content.om.comment|setEnabled|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS
android.content.om.comment|setEnabledExclusiveInCategory|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS
android.content.pm.CrossProfileApps|clearInteractAcrossProfilesAppOps|android.permission.CONFIGURE_INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|resetInteractAcrossProfilesAppOps|android.permission.CONFIGURE_INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|setInteractAcrossProfilesAppOp|android.permission.CONFIGURE_INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|startActivity|android.permission.INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|startActivity|android.permission.INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|startActivity|android.permission.START_CROSS_PROFILE_ACTIVITIES, android.permission.INTERACT_ACROSS_PROFILES
android.content.pm.CrossProfileApps|startActivity|android.permission.START_CROSS_PROFILE_ACTIVITIES, android.permission.INTERACT_ACROSS_PROFILES
android.content.pm.DexModuleRegisterCallback|getHarmfulAppWarning|android.permission.SET_HARMFUL_APP_WARNINGS
android.content.pm.DexModuleRegisterCallback|makeUidVisible|android.permission.MAKE_UID_VISIBLE
android.content.pm.DexModuleRegisterCallback|setHarmfulAppWarning|android.permission.SET_HARMFUL_APP_WARNINGS
android.content.pm.DisplayNameComparator|hasFragileUserData|android.permission.DELETE_PACKAGES
android.content.pm.DisplayNameComparator|isPrivilegedApp|android.permission.INSTALL_PACKAGES
android.content.pm.PackageInfoQuery|getHoldLockToken|android.permission.INJECT_EVENTS
android.content.pm.PackageInfoQuery|setKeepUninstalledPackages|android.permission.KEEP_UNINSTALLED_PACKAGES
android.content.pm.PackageInstaller|installExistingPackage|android.permission.INSTALL_PACKAGES, android.permission.INSTALL_EXISTING_PACKAGES
android.content.pm.PackageInstaller|setPermissionsResult|android.permission.INSTALL_PACKAGES
android.content.pm.PackageInstaller|uninstall|android.permission.DELETE_PACKAGES, android.permission.REQUEST_DELETE_PACKAGES
android.content.pm.PackageInstaller|uninstall|android.permission.DELETE_PACKAGES, android.permission.REQUEST_DELETE_PACKAGES
android.content.pm.PackageInstaller|uninstall|android.permission.DELETE_PACKAGES, android.permission.REQUEST_DELETE_PACKAGES
android.content.pm.PackageInstaller|uninstallExistingPackage|android.permission.DELETE_PACKAGES
android.content.pm.ResolveInfoFlags|addWhitelistedRestrictedPermission|android.permission.WHITELIST_RESTRICTED_PERMISSIONS
android.content.pm.ResolveInfoFlags|getAppMetadata|android.permission.GET_APP_METADATA
android.content.pm.ResolveInfoFlags|getApplicationInfoAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.pm.ResolveInfoFlags|getApplicationInfoAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.pm.ResolveInfoFlags|getDeclaredSharedLibraries|android.permission.ACCESS_SHARED_LIBRARIES
android.content.pm.ResolveInfoFlags|getDeclaredSharedLibraries|android.permission.ACCESS_SHARED_LIBRARIES
android.content.pm.ResolveInfoFlags|getInstalledPackagesAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.pm.ResolveInfoFlags|getInstalledPackagesAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.pm.ResolveInfoFlags|getPackageInfoAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.pm.ResolveInfoFlags|getPackageInfoAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.pm.ResolveInfoFlags|getPackageUidAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.pm.ResolveInfoFlags|getPermissionFlags|android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.GET_RUNTIME_PERMISSIONS
android.content.pm.ResolveInfoFlags|grantRuntimePermission|android.permission.GRANT_RUNTIME_PERMISSIONS
android.content.pm.ResolveInfoFlags|isAutoRevokeWhitelisted|android.permission.WHITELIST_AUTO_REVOKE_PERMISSIONS
android.content.pm.ResolveInfoFlags|isInstantApp|android.permission.ACCESS_INSTANT_APPS
android.content.pm.ResolveInfoFlags|removeWhitelistedRestrictedPermission|android.permission.WHITELIST_RESTRICTED_PERMISSIONS
android.content.pm.ResolveInfoFlags|revokeRuntimePermission|android.permission.REVOKE_RUNTIME_PERMISSIONS
android.content.pm.ResolveInfoFlags|revokeRuntimePermission|android.permission.REVOKE_RUNTIME_PERMISSIONS
